"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Andy Toolson",47,10,2.9,1.1,2.6,40.3,0.3,0.7,37.5,0.5,0.7,75.8,0.7,0.7,1.4,0.7,0.3,0,0.5,0,1990,"Utah Jazz",0.659,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Jayson Williams",52,9.8,3.5,1.4,3.1,44.7,0,0,50,0.7,1.1,66.1,0.8,1.3,2.1,0.3,0.2,0.1,0.8,1,1990,"Phoenix Suns",0.671,1990,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kennard Winchester",64,9.5,3.7,1.5,3.8,40,0.1,0.3,40,0.5,0.7,77.8,0.5,0.5,1,0.4,0.3,0.2,0.5,0,1988,"Houston Rockets",0.634,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Johnny O'Bryant",34,10.8,2.9,1.3,3.5,36.7,0,0,0,0.4,0.8,44.4,0.8,1.1,1.9,0.5,0.1,0.1,0.7,0,2014,"Milwaukee Bucks",0.5,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dwayne Schintzius",42,9.5,3.8,1.6,3.7,43.9,0,0,0,0.5,1,55,0.7,2.2,2.9,0.4,0.1,0.7,0.8,1,1990,"San Antonio Spurs",0.671,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sean Higgins",50,9.3,4.5,1.9,4.2,45.8,0.1,0.4,15.8,0.6,0.7,84.8,0.4,0.9,1.3,0.7,0.2,0,1,1,1990,"San Antonio Spurs",0.671,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Elden Campbell",52,7.3,2.8,1.1,2.4,45.5,0,0,0,0.6,0.9,65.3,0.8,1.1,1.8,0.2,0.2,0.7,0.3,1,1990,"Los Angeles Lakers",0.707,1990,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kenny Williams",75,7,2.9,1.2,2.4,52,0,0,0,0.5,0.7,68,0.7,1,1.7,0.4,0.1,0.4,0.6,0,1990,"Indiana Pacers",0.5,1990,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Keith Askins",39,6.8,2.2,0.9,2.1,42,0.2,0.6,24,0.3,0.6,48,0.8,1,1.7,0.5,0.4,0.3,0.3,1,1990,"Miami Heat",0.293,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Scott Williams",51,6.6,2.5,1,2,51,0,0,50,0.4,0.5,71.4,0.8,1.1,1.9,0.3,0.2,0.3,0.5,1,1990,"Chicago Bulls",0.744,1990,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Richard Coffey",52,6.2,1.3,0.5,1.4,37.3,0,0,0,0.2,0.4,54.5,0.8,0.7,1.5,0.1,0.1,0.1,0.1,0,1990,"Minnesota Timberwolves",0.354,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Steve Scheffler",39,5.8,1.5,0.5,1,51.3,0,0,0,0.5,0.5,90.5,0.5,0.6,1.2,0.2,0.1,0.1,0.1,1,1990,"Charlotte Hornets",0.317,1990,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"David Robinson*",82,36.6,24.3,8.4,15.9,53.1,0,0,0,7.5,10.2,73.2,3.7,8.3,12,2,1.7,3.9,3.1,1,1987,"San Antonio Spurs",0.683,1989,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"James Young",31,10.7,3.4,1.2,3.3,35.3,0.5,2.1,25.8,0.5,0.9,55.2,0.3,1.1,1.4,0.4,0.3,0.1,0.2,0,2014,"Boston Celtics",0.488,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tim Hardaway Sr",79,33.7,14.7,5.9,12.5,47.1,0.3,1.1,27.4,2.7,3.5,76.4,0.7,3.2,3.9,8.7,2.1,0.1,3.3,1,1989,"Golden State Warriors",0.451,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"J.R. Reid",82,33.6,11.1,4.4,9.9,44,0,0.1,0,2.3,3.5,66.4,2.4,6,8.4,1.2,1.1,0.7,2.1,1,1989,"Charlotte Hornets",0.232,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pooh Richardson",82,31.5,11.4,5.2,11.3,46.1,0.3,1,27.7,0.8,1.3,58.9,0.7,2,2.6,6.8,1.6,0.3,1.7,1,1989,"Minnesota Timberwolves",0.268,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sherman Douglas",81,30.5,14.3,5.7,11.6,49.4,0.1,0.4,16.1,2.8,4,68.7,0.9,1.7,2.5,7.6,1.8,0.1,3,1,1989,"Miami Heat",0.22,1989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sam Mitchell",80,30.2,12.7,4.7,10.4,44.6,0,0.1,0,3.4,4.4,76.8,2.3,3.5,5.8,1.1,0.8,0.7,1.2,1,1985,"Houston Rockets",0.622,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Glen Anthony Rice Sr",77,30,13.6,6.1,13.9,43.9,0.2,0.9,24.6,1.2,1.6,73.4,1.3,3.3,4.6,1.8,0.9,0.3,1.5,1,1989,"Miami Heat",0.22,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mookie Blaylock",50,25.3,10.1,4.2,11.4,37.1,0.4,1.6,22.5,1.3,1.6,77.8,0.8,2,2.8,4.2,1.6,0.3,2.2,1,1989,"Brooklyn Nets",0.207,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Sean Elliott",81,25.1,10,3.8,8,48.1,0,0.1,11.1,2.3,2.7,86.6,1.6,2.1,3.7,1.9,0.6,0.2,1.4,1,1989,"San Antonio Spurs",0.683,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Blue Edwards",82,23,8.9,3.5,6.9,50.7,0.1,0.4,30,1.8,2.5,71.9,0.8,2.2,3.1,1.8,0.9,0.4,1.9,1,1989,"Utah Jazz",0.671,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cory Jefferson",50,10.6,3.7,1.5,3.3,44.9,0,0.3,13.3,0.6,1.1,57.4,0.9,2,2.9,0.3,0.2,0.4,0.4,0,2014,"San Antonio Spurs",0.671,2014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nick Anderson",81,22,11.5,4.6,9.3,49.4,0,0.2,5.9,2.3,3.3,70.5,1.3,2.6,3.9,1.5,0.8,0.4,1.7,1,1989,"Orlando Magic",0.22,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Stacey King",82,21.7,8.9,3.3,6.5,50.4,0,0,0,2.4,3.3,72.7,2.1,2.6,4.7,1.1,0.5,0.7,1.4,1,1989,"Chicago Bulls",0.671,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dana Barros",81,20.1,9.7,3.7,9.1,40.5,1.2,2.9,39.9,1.1,1.4,80.9,0.4,1.2,1.6,2.5,0.7,0,1.5,1,1989,"Oklahoma City Thunder",0.5,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jeff Martin",69,19.6,6.3,2.5,6,41.1,0,0.2,13.3,1.3,1.9,70.5,1.1,1.2,2.3,0.6,0.6,0.2,0.7,0,1989,"Los Angeles Clippers",0.366,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Clifford Robinson",82,19.1,9.1,3.6,9.2,39.7,0.1,0.5,27.3,1.7,3.1,55,1.3,2.4,3.8,0.9,0.7,0.7,1.6,1,1989,"Portland Trail Blazers",0.72,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Winston Bennett",55,18,6.1,2.5,5.2,47.9,0,0,0,1.2,1.7,66.7,1.5,1.9,3.4,1,0.4,0.2,1.1,0,1988,"Cleveland Cavaliers",0.695,1988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Chucky Brown",75,17.9,7.3,2.8,6,47,0,0.1,0,1.7,2.2,76.2,1.1,2,3.1,0.7,0.4,0.3,0.9,1,1989,"Cleveland Cavaliers",0.512,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Michael Ansley",72,17,8.7,3.2,6.5,49.7,0,0,0,2.3,3.2,72.2,2.6,2.4,5,0.6,0.3,0.2,0.7,0,1989,"Orlando Magic",0.22,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Todd Lichti",79,16.8,8,3.2,6.5,48.6,0,0.2,0,1.6,2.2,74.7,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1,1989,"Denver Nuggets",0.524,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Noah Vonleh",25,10.4,3.3,1.2,3,39.5,0.2,0.5,38.5,0.7,1,69.2,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0,2014,"Charlotte Hornets",0.402,2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"B.J. Armstrong",81,15.9,5.6,2.3,4.8,48.5,0,0.1,50,0.9,1,88.5,0.2,1,1.3,2.5,0.6,0.1,1,1,1989,"Chicago Bulls",0.671,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Terry Davis",63,14,4.7,1.9,4.2,46.6,0,0,0,0.9,1.4,62.1,1.5,2.2,3.6,0.4,0.4,0.4,1.1,1,1989,"Miami Heat",0.22,1989,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Shawn Kemp",81,13.8,6.5,2.5,5.2,47.9,0,0.1,16.7,1.4,2,73.6,1.8,2.5,4.3,0.3,0.6,0.9,1.3,1,1989,"Oklahoma City Thunder",0.5,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tom Hammonds",61,13.2,5.3,2.1,4.8,43.7,0,0,0,1,1.6,64.3,1,1.8,2.8,0.8,0.2,0.2,0.8,1,1989,"Washington Wizards",0.378,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Scott Haffner",43,13,4.6,2,5,40.6,0.1,0.5,14.3,0.4,0.6,68,0.2,1,1.2,1.9,0.3,0.1,0.8,0,1989,"Miami Heat",0.22,1989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Randy White",55,12.9,4.3,1.7,4.6,36.9,0,0.3,7.1,0.9,1.6,56.2,1.4,1.7,3.1,0.4,0.4,0.1,0.8,1,1989,"Dallas Mavericks",0.573,1989,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kenny Battle",59,12.4,4.1,1.6,2.9,54.7,0,0.1,25,0.9,1.4,67.1,0.7,1.4,2.1,0.6,0.6,0.2,0.5,0,1989,"Detroit Pistons",0.72,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Donald Royal",66,11.3,5.9,1.8,3.9,45.9,0,0,0,2.3,3,77.7,1,1,2.1,0.7,0.5,0.1,1.2,1,1987,"Cleveland Cavaliers",0.512,1987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Michael Carter-Williams",70,34.5,16.7,6.1,15.1,40.5,0.8,3,26.4,3.7,5.2,70.3,1.4,4.8,6.2,6.3,1.9,0.6,3.5,0,2013,"Philadelphia 76ers",0.232,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Delaney Rudd",77,11,3.5,1.4,3.4,42.9,0.2,0.7,28.6,0.5,0.7,66,0.2,0.6,0.7,2.3,0.3,0,1.1,0,1985,"Utah Jazz",0.512,1985,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"John Morton",37,10.9,3.9,1.3,4.4,29.8,0.2,0.8,23.3,1.2,1.7,69.4,0.2,0.7,0.9,1.8,0.5,0.1,1.4,0,1989,"Cleveland Cavaliers",0.512,1989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Greg Grant",67,10.1,3.1,1.2,3.2,38.4,0,0.2,18.8,0.6,0.9,66.1,0.2,0.6,0.9,2.5,0.5,0,1.1,1,1989,"Phoenix Suns",0.659,1989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Doug Roth",42,9.8,1.9,0.9,2,43,0,0,0,0.2,0.3,50,1,1.8,2.9,0.5,0.2,0.3,0.4,0,1989,"Washington Wizards",0.378,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Byron Irvin",50,9.8,5.2,1.9,4.1,47.3,0.1,0.3,35.7,1.2,1.8,67,0.6,0.9,1.5,0.9,0.6,0,0.8,0,1989,"Portland Trail Blazers",0.72,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Michael John Smith [NY]",65,9.5,5,2.1,4.4,47.6,0,0.4,7.1,0.8,1,82.8,0.6,0.9,1.5,1.2,0.1,0,0.8,0,1989,"Boston Celtics",0.634,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Michael John Smith [DC]",82,21.2,6.9,2.7,5,54.2,0,0,0,1.5,3.2,48.5,2.1,3.8,5.9,0.8,0.7,0.6,1.3,1,1994,"Sacramento Kings",0.476,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"George McCloud",44,9.4,2.7,1,3.3,31.3,0.3,0.9,32.5,0.3,0.4,78.9,0.3,0.7,1,1,0.4,0.1,0.8,1,1989,"Indiana Pacers",0.512,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Henry Turner",36,8.8,4.3,1.6,3.4,47.5,0,0.1,0,1.1,1.8,61.5,0.6,0.8,1.4,0.6,0.5,0.2,0.7,0,1988,"Sacramento Kings",0.28,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Charles Edward Smith",60,8.7,2.9,1,2.2,44.4,0,0.1,0,0.9,1.3,69.7,0.2,0.9,1.2,1.7,0.6,0.1,0.6,0,1989,"Boston Celtics",0.634,1989,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Charles Daniel Smith",71,30.4,16.3,6.1,12.4,49.5,0,0,0,4,5.5,72.5,2.4,4.1,6.5,1.5,1,1.3,2.1,1,1988,"Philadelphia 76ers",0.561,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Charles Cornelius Smith",34,8.6,3.5,1.4,3.7,39.2,0.4,1.4,31.9,0.2,0.3,54.5,0.4,0.4,0.8,0.6,0.3,0.2,0.8,1,1997,"Miami Heat",0.671,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ed Horton",45,8.3,4.5,1.8,3.6,49.4,0,0.1,0,0.9,1.5,60.9,1.3,1.1,2.4,0.4,0.2,0.1,0.9,0,1989,"Washington Wizards",0.378,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Trey Burke",70,32.3,12.8,4.9,12.8,38,1.6,4.8,33,1.5,1.6,90.3,0.5,2.4,3,5.7,0.6,0.1,1.9,0,2013,"Minnesota Timberwolves",0.488,2013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Frank Kornet",57,7.7,2,0.7,2,36.8,0.1,0.4,25,0.4,0.7,61.5,0.4,0.8,1.2,0.4,0.3,0.1,0.4,0,1989,"Milwaukee Bucks",0.537,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Doug West",52,7.3,2.6,1,2.6,39.3,0.1,0.2,27.3,0.5,0.6,81.3,0.5,0.9,1.3,0.3,0.2,0.1,0.6,1,1989,"Minnesota Timberwolves",0.268,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Adrian Caldwell",51,6.5,1.9,0.8,1.5,55.3,0,0,0,0.3,0.5,46.4,0.7,1.4,2.1,0.1,0.2,0.3,0.6,1,1989,"Houston Rockets",0.5,1989,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Kenny Payne",35,6.2,3.3,1.3,3.1,43.5,0.1,0.3,40,0.5,0.5,88.9,0.3,0.4,0.7,0.3,0.2,0.2,0.6,0,1989,"Philadelphia 76ers",0.646,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eric Johnson",48,5.7,1.1,0.4,1.8,23.8,0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0,0.5,0,1989,"Utah Jazz",0.671,1989,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Mike Williams",21,4.9,0.7,0.3,0.9,33.3,0,0,0,0.1,0.3,50,0.2,0.9,1.1,0.1,0.1,0.3,0.1,0,1986,"Golden State Warriors",0.512,1986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Mike Morrison",36,4.3,2,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80,0.2,0.4,0.6,0.3,0.1,0,0.6,0,1989,"Phoenix Suns",0.659,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Nate Johnston",21,4.1,2.2,0.9,2.3,37.5,0,0.2,25,0.4,0.6,69.2,0.6,0.5,1.1,0,0.1,0.4,0.3,0,1988,"Miami Heat",0.183,1988,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Mitch Richmond*",79,34.4,22,8.2,17.5,46.8,0.4,1.1,36.7,5.2,6.4,81,2,3.9,5.9,4.2,1,0.2,3.4,1,1988,"Golden State Warriors",0.524,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Willie Anderson",81,33.8,18.6,7.9,15.9,49.8,0,0.3,19,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1,1988,"San Antonio Spurs",0.256,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Victor Oladipo",80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4,78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,0,2013,"Orlando Magic",0.28,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Hersey Hawkins",79,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3,1.5,0.5,2,1,1988,"Los Angeles Clippers",0.256,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kevin Edwards",79,29.7,13.8,5.9,14,42.5,0.1,0.5,27,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1,1988,"Miami Heat",0.183,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Grant Long",82,29.7,11.9,4.1,8.4,48.6,0,0.1,0,3.7,5,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,1,1988,"Miami Heat",0.183,1988,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rex Chapman",75,29.6,16.9,7,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1,1.5,2.5,2.3,0.9,0.3,1.5,1,1988,"Charlotte Hornets",0.244,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Brian Shaw",82,28.1,8.6,3.6,8.4,43.3,0,0.2,0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,1,1988,"Boston Celtics",0.512,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Chris Morris",76,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,1,1988,"Brooklyn Nets",0.317,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gary Grant",71,27.1,11.9,5.1,11.7,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,7.1,2,0.1,3.6,1,1988,"Oklahoma City Thunder",0.573,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Vernon Maxwell",79,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,1,1988,"Denver Nuggets",0.537,1988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ben McLemore",82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32,1.4,1.7,80.4,0.6,2.2,2.9,1,0.6,0.2,1.2,0,2013,"Sacramento Kings",0.341,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Dan Majerle",54,25.1,8.6,3.4,8,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,1,1988,"Phoenix Suns",0.671,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sylvester Gray",55,22.2,8,3,7.2,42,0,0.1,25,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0,1988,"Miami Heat",0.183,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ricky Berry",64,22,11,4,8.9,45,1,2.5,40.6,2,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,0,1988,"Sacramento Kings",0.329,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tom Garrick",71,21.1,6.4,2.5,5.1,49,0,0.2,0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,0,1988,"Los Angeles Clippers",0.256,1988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Michael Anderson",36,20.3,5.7,2,4.9,41.7,0,0.2,14.3,1.6,2.3,69.5,1.2,1.3,2.5,4.3,1.2,0.1,2.3,0,1988,"Indiana Pacers",0.341,1988,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Vinny Del Negro",80,19.5,7.1,3,6.3,47.5,0.1,0.3,30,1.1,1.3,85,0.6,1.5,2.1,2.6,0.8,0.2,1,1,1988,"Sacramento Kings",0.329,1988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kelvin Upshaw",32,19.3,6.8,3.1,6.6,46.7,0.1,0.5,20,0.6,0.8,69.2,0.3,1.2,1.5,3.7,0.8,0.1,1.7,0,1986,"Miami Heat",0.22,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Derrick Chievous",81,19,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3,78.3,1.4,1.8,3.2,1,0.6,0.1,1.7,0,1988,"Houston Rockets",0.549,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ledell Eackles",80,18.2,11.5,4,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1,2.3,1.5,0.5,0.1,1.6,1,1988,"Washington Wizards",0.488,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Harvey Grant",71,16.8,5.6,2.5,5.5,46.4,0,0,0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,1,1988,"Washington Wizards",0.488,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rod Strickland",81,16.8,8.9,3.3,7,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2,3.9,1.2,0,1.8,1,1988,"New York Knicks",0.634,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Scott Brooks",82,16.7,5.2,1.9,4.5,42,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0,0.8,1,1987,"Philadelphia 76ers",0.561,1988,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Todd Mitchell",24,14.7,5.1,1.8,4,44.3,0,0,0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,0,1988,"Denver Nuggets",0.537,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"John Shasky",65,14.5,5.5,1.9,3.8,48.8,0,0,0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0,1986,"Utah Jazz",0.537,1986,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Mark Bryant",36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,1,1988,"Portland Trail Blazers",0.476,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Shelton Jones",51,13.4,4.8,1.8,4.1,44.5,0,0,0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0,1988,"San Antonio Spurs",0.256,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eric Leckner",75,10.4,4.3,1.6,2.9,54.5,0,0,0,1.1,1.5,69.9,0.6,2,2.7,0.2,0.1,0.3,0.9,1,1988,"Utah Jazz",0.622,1988,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jerome Lane",54,10.2,4.8,2,4.7,42.6,0,0.1,0,0.8,2.1,38.4,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1,1988,"Denver Nuggets",0.537,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tim Perry",62,9.9,4.1,1.7,3.2,53.7,0,0.1,25,0.6,1,61.5,1,1.1,2.1,0.3,0.3,0.5,0.6,1,1988,"Phoenix Suns",0.671,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jim Les",82,9.5,1.7,0.5,1.6,30.1,0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1,1986,"Atlanta Hawks",0.695,1986,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Craig Neal",53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1,0,1988,"Portland Trail Blazers",0.476,1988,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"David Rivers",47,9.4,2.9,1,2.6,40.2,0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0,1988,"Los Angeles Lakers",0.695,1988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"John Starks",36,8.8,4.1,1.4,3.5,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,1,1988,"Golden State Warriors",0.524,1988,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Andrew Lang",62,8.5,2.6,1,1.9,51.3,0,0,0,0.6,1,65,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1,1988,"Phoenix Suns",0.671,1988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bill Jones",37,8.3,3.5,1.4,2.8,49,0,0,0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,0,1988,"Brooklyn Nets",0.207,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Charles Shackleford",60,8.1,3.1,1.4,2.8,49.4,0,0,0,0.4,0.7,50,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1,1988,"Brooklyn Nets",0.317,1988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Morlon Wiley",51,8,2.2,0.9,2.2,40.4,0.1,0.5,25,0.3,0.3,81.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,1,1988,"Dallas Mavericks",0.463,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Randolph Keys",42,7.9,4,1.8,4.1,43,0,0.2,10,0.5,0.7,69,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1,1988,"Cleveland Cavaliers",0.695,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
